GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Minute,Margin of Error
0100000US,,United States,310M300US24220,24220,"United States - In metropolitan or micropolitan statistical area - Grand Forks, ND-MN Metro Area","Grand Forks, ND-MN Metro Area",15.5,0.4
0100000US,,United States,310M300US24260,24260,"United States - In metropolitan or micropolitan statistical area - Grand Island, NE Metro Area","Grand Island, NE Metro Area",17.4,0.6
0100000US,,United States,310M300US24300,24300,"United States - In metropolitan or micropolitan statistical area - Grand Junction, CO Metro Area","Grand Junction, CO Metro Area",20.8,0.8
0100000US,,United States,310M300US24330,24330,"United States - In metropolitan or micropolitan statistical area - Grand Rapids, MN Micro Area","Grand Rapids, MN Micro Area",22.6,0.8
0100000US,,United States,310M300US24340,24340,"United States - In metropolitan or micropolitan statistical area - Grand Rapids-Wyoming, MI Metro Area","Grand Rapids-Wyoming, MI Metro Area",21.7,0.2
0100000US,,United States,310M300US24380,24380,"United States - In metropolitan or micropolitan statistical area - Grants, NM Micro Area","Grants, NM Micro Area",23.5,2.0
0100000US,,United States,310M300US24420,24420,"United States - In metropolitan or micropolitan statistical area - Grants Pass, OR Metro Area","Grants Pass, OR Metro Area",20.1,0.8
0100000US,,United States,310M300US24460,24460,"United States - In metropolitan or micropolitan statistical area - Great Bend, KS Micro Area","Great Bend, KS Micro Area",17.7,1.4
0100000US,,United States,310M300US24500,24500,"United States - In metropolitan or micropolitan statistical area - Great Falls, MT Metro Area","Great Falls, MT Metro Area",15.6,0.7
0100000US,,United States,310M300US24540,24540,"United States - In metropolitan or micropolitan statistical area - Greeley, CO Metro Area","Greeley, CO Metro Area",26.5,0.4
0100000US,,United States,310M300US24580,24580,"United States - In metropolitan or micropolitan statistical area - Green Bay, WI Metro Area","Green Bay, WI Metro Area",20.1,0.3
0100000US,,United States,310M300US24620,24620,"United States - In metropolitan or micropolitan statistical area - Greeneville, TN Micro Area","Greeneville, TN Micro Area",23.1,0.8
0100000US,,United States,310M300US24640,24640,"United States - In metropolitan or micropolitan statistical area - Greenfield Town, MA Micro Area","Greenfield Town, MA Micro Area",24.4,0.7
0100000US,,United States,310M300US24660,24660,"United States - In metropolitan or micropolitan statistical area - Greensboro-High Point, NC Metro Area","Greensboro-High Point, NC Metro Area",22.2,0.3
0100000US,,United States,310M300US24700,24700,"United States - In metropolitan or micropolitan statistical area - Greensburg, IN Micro Area","Greensburg, IN Micro Area",20.8,1.1
0100000US,,United States,310M300US24740,24740,"United States - In metropolitan or micropolitan statistical area - Greenville, MS Micro Area","Greenville, MS Micro Area",16.6,0.8
0100000US,,United States,310M300US24780,24780,"United States - In metropolitan or micropolitan statistical area - Greenville, NC Metro Area","Greenville, NC Metro Area",20.1,0.7
0100000US,,United States,310M300US24820,24820,"United States - In metropolitan or micropolitan statistical area - Greenville, OH Micro Area","Greenville, OH Micro Area",22.6,0.8
0100000US,,United States,310M300US24860,24860,"United States - In metropolitan or micropolitan statistical area - Greenville-Anderson-Mauldin, SC Metro Area","Greenville-Anderson-Mauldin, SC Metro Area",22.7,0.2
0100000US,,United States,310M300US24900,24900,"United States - In metropolitan or micropolitan statistical area - Greenwood, MS Micro Area","Greenwood, MS Micro Area",19.7,1.4
0100000US,,United States,310M300US24940,24940,"United States - In metropolitan or micropolitan statistical area - Greenwood, SC Micro Area","Greenwood, SC Micro Area",22.8,0.8
0100000US,,United States,310M300US24980,24980,"United States - In metropolitan or micropolitan statistical area - Grenada, MS Micro Area","Grenada, MS Micro Area",18.3,2.0
0100000US,,United States,310M300US25060,25060,"United States - In metropolitan or micropolitan statistical area - Gulfport-Biloxi-Pascagoula, MS Metro Area","Gulfport-Biloxi-Pascagoula, MS Metro Area",23.6,0.4
0100000US,,United States,310M300US25100,25100,"United States - In metropolitan or micropolitan statistical area - Guymon, OK Micro Area","Guymon, OK Micro Area",16.6,1.7
0100000US,,United States,310M300US25180,25180,"United States - In metropolitan or micropolitan statistical area - Hagerstown-Martinsburg, MD-WV Metro Area","Hagerstown-Martinsburg, MD-WV Metro Area",30.0,0.6
0100000US,,United States,310M300US25200,25200,"United States - In metropolitan or micropolitan statistical area - Hailey, ID Micro Area","Hailey, ID Micro Area",20.4,1.1
0100000US,,United States,310M300US25220,25220,"United States - In metropolitan or micropolitan statistical area - Hammond, LA Metro Area","Hammond, LA Metro Area",31.0,1.2
0100000US,,United States,310M300US25260,25260,"United States - In metropolitan or micropolitan statistical area - Hanford-Corcoran, CA Metro Area","Hanford-Corcoran, CA Metro Area",21.4,0.7
0100000US,,United States,310M300US25300,25300,"United States - In metropolitan or micropolitan statistical area - Hannibal, MO Micro Area","Hannibal, MO Micro Area",18.9,1.0
0100000US,,United States,310M300US25420,25420,"United States - In metropolitan or micropolitan statistical area - Harrisburg-Carlisle, PA Metro Area","Harrisburg-Carlisle, PA Metro Area",22.6,0.3
0100000US,,United States,310M300US25460,25460,"United States - In metropolitan or micropolitan statistical area - Harrison, AR Micro Area","Harrison, AR Micro Area",21.7,1.3
0100000US,,United States,310M300US25500,25500,"United States - In metropolitan or micropolitan statistical area - Harrisonburg, VA Metro Area","Harrisonburg, VA Metro Area",19.3,0.5
0100000US,,United States,310M300US25540,25540,"United States - In metropolitan or micropolitan statistical area - Hartford-West Hartford-East Hartford, CT Metro Area","Hartford-West Hartford-East Hartford, CT Metro Area",23.8,0.2
0100000US,,United States,310M300US25580,25580,"United States - In metropolitan or micropolitan statistical area - Hastings, NE Micro Area","Hastings, NE Micro Area",15.3,0.7
0100000US,,United States,310M300US25620,25620,"United States - In metropolitan or micropolitan statistical area - Hattiesburg, MS Metro Area","Hattiesburg, MS Metro Area",23.8,0.8
0100000US,,United States,310M300US25700,25700,"United States - In metropolitan or micropolitan statistical area - Hays, KS Micro Area","Hays, KS Micro Area",12.7,1.1
0100000US,,United States,310M300US25720,25720,"United States - In metropolitan or micropolitan statistical area - Heber, UT Micro Area","Heber, UT Micro Area",23.9,1.7
0100000US,,United States,310M300US25740,25740,"United States - In metropolitan or micropolitan statistical area - Helena, MT Micro Area","Helena, MT Micro Area",16.6,0.5
0100000US,,United States,310M300US25760,25760,"United States - In metropolitan or micropolitan statistical area - Helena-West Helena, AR Micro Area","Helena-West Helena, AR Micro Area",18.8,2.1
0100000US,,United States,310M300US25780,25780,"United States - In metropolitan or micropolitan statistical area - Henderson, NC Micro Area","Henderson, NC Micro Area",22.8,1.1
0100000US,,United States,310M300US25820,25820,"United States - In metropolitan or micropolitan statistical area - Hereford, TX Micro Area","Hereford, TX Micro Area",13.7,0.9
0100000US,,United States,310M300US25840,25840,"United States - In metropolitan or micropolitan statistical area - Hermiston-Pendleton, OR Micro Area","Hermiston-Pendleton, OR Micro Area",18.5,0.6
0100000US,,United States,310M300US25860,25860,"United States - In metropolitan or micropolitan statistical area - Hickory-Lenoir-Morganton, NC Metro Area","Hickory-Lenoir-Morganton, NC Metro Area",22.8,0.4
0100000US,,United States,310M300US25880,25880,"United States - In metropolitan or micropolitan statistical area - Hillsdale, MI Micro Area","Hillsdale, MI Micro Area",24.1,0.8
0100000US,,United States,310M300US25900,25900,"United States - In metropolitan or micropolitan statistical area - Hilo, HI Micro Area","Hilo, HI Micro Area",25.6,0.7
0100000US,,United States,310M300US25940,25940,"United States - In metropolitan or micropolitan statistical area - Hilton Head Island-Bluffton-Beaufort, SC Metro Area","Hilton Head Island-Bluffton-Beaufort, SC Metro Area",23.3,0.7
0100000US,,United States,310M300US25980,25980,"United States - In metropolitan or micropolitan statistical area - Hinesville, GA Metro Area","Hinesville, GA Metro Area",22.6,0.9
0100000US,,United States,310M300US26020,26020,"United States - In metropolitan or micropolitan statistical area - Hobbs, NM Micro Area","Hobbs, NM Micro Area",19.8,0.9
0100000US,,United States,310M300US26090,26090,"United States - In metropolitan or micropolitan statistical area - Holland, MI Micro Area","Holland, MI Micro Area",23.8,0.7
0100000US,,United States,310M300US26140,26140,"United States - In metropolitan or micropolitan statistical area - Homosassa Springs, FL Metro Area","Homosassa Springs, FL Metro Area",25.5,0.9
0100000US,,United States,310M300US26220,26220,"United States - In metropolitan or micropolitan statistical area - Hood River, OR Micro Area","Hood River, OR Micro Area",16.8,1.3
0100000US,,United States,310M300US26260,26260,"United States - In metropolitan or micropolitan statistical area - Hope, AR Micro Area","Hope, AR Micro Area",23.2,2.0
0100000US,,United States,310M300US26300,26300,"United States - In metropolitan or micropolitan statistical area - Hot Springs, AR Metro Area","Hot Springs, AR Metro Area",21.4,1.0
0100000US,,United States,310M300US26340,26340,"United States - In metropolitan or micropolitan statistical area - Houghton, MI Micro Area","Houghton, MI Micro Area",15.7,0.8
0100000US,,United States,310M300US26380,26380,"United States - In metropolitan or micropolitan statistical area - Houma-Thibodaux, LA Metro Area","Houma-Thibodaux, LA Metro Area",24.9,0.6
0100000US,,United States,310M300US26420,26420,"United States - In metropolitan or micropolitan statistical area - Houston-The Woodlands-Sugar Land, TX Metro Area","Houston-The Woodlands-Sugar Land, TX Metro Area",29.5,0.1
0100000US,,United States,310M300US26460,26460,"United States - In metropolitan or micropolitan statistical area - Hudson, NY Micro Area","Hudson, NY Micro Area",26.1,0.8
0100000US,,United States,310M300US26500,26500,"United States - In metropolitan or micropolitan statistical area - Huntingdon, PA Micro Area","Huntingdon, PA Micro Area",29.3,0.8
0100000US,,United States,310M300US26540,26540,"United States - In metropolitan or micropolitan statistical area - Huntington, IN Micro Area","Huntington, IN Micro Area",19.7,0.6
0100000US,,United States,310M300US26580,26580,"United States - In metropolitan or micropolitan statistical area - Huntington-Ashland, WV-KY-OH Metro Area","Huntington-Ashland, WV-KY-OH Metro Area",23.6,0.4
0100000US,,United States,310M300US26620,26620,"United States - In metropolitan or micropolitan statistical area - Huntsville, AL Metro Area","Huntsville, AL Metro Area",21.9,0.3
0100000US,,United States,310M300US26660,26660,"United States - In metropolitan or micropolitan statistical area - Huntsville, TX Micro Area","Huntsville, TX Micro Area",26.9,1.1
0100000US,,United States,310M300US26700,26700,"United States - In metropolitan or micropolitan statistical area - Huron, SD Micro Area","Huron, SD Micro Area",13.2,0.9
0100000US,,United States,310M300US26740,26740,"United States - In metropolitan or micropolitan statistical area - Hutchinson, KS Micro Area","Hutchinson, KS Micro Area",17.7,0.7
0100000US,,United States,310M300US26780,26780,"United States - In metropolitan or micropolitan statistical area - Hutchinson, MN Micro Area","Hutchinson, MN Micro Area",22.6,1.2
0100000US,,United States,310M300US26820,26820,"United States - In metropolitan or micropolitan statistical area - Idaho Falls, ID Metro Area","Idaho Falls, ID Metro Area",20.2,0.6
0100000US,,United States,310M300US26860,26860,"United States - In metropolitan or micropolitan statistical area - Indiana, PA Micro Area","Indiana, PA Micro Area",22.6,0.5
0100000US,,United States,310M300US26900,26900,"United States - In metropolitan or micropolitan statistical area - Indianapolis-Carmel-Anderson, IN Metro Area","Indianapolis-Carmel-Anderson, IN Metro Area",24.8,0.2
0100000US,,United States,310M300US26940,26940,"United States - In metropolitan or micropolitan statistical area - Indianola, MS Micro Area","Indianola, MS Micro Area",18.2,1.1
0100000US,,United States,310M300US26960,26960,"United States - In metropolitan or micropolitan statistical area - Ionia, MI Micro Area","Ionia, MI Micro Area",27.8,0.7
0100000US,,United States,310M300US26980,26980,"United States - In metropolitan or micropolitan statistical area - Iowa City, IA Metro Area","Iowa City, IA Metro Area",18.8,0.4
0100000US,,United States,310M300US27020,27020,"United States - In metropolitan or micropolitan statistical area - Iron Mountain, MI-WI Micro Area","Iron Mountain, MI-WI Micro Area",17.4,1.1
0100000US,,United States,310M300US27060,27060,"United States - In metropolitan or micropolitan statistical area - Ithaca, NY Metro Area","Ithaca, NY Metro Area",18.4,0.5
0100000US,,United States,310M300US27100,27100,"United States - In metropolitan or micropolitan statistical area - Jackson, MI Metro Area","Jackson, MI Metro Area",23.4,0.6
0100000US,,United States,310M300US27140,27140,"United States - In metropolitan or micropolitan statistical area - Jackson, MS Metro Area","Jackson, MS Metro Area",24.2,0.3
0100000US,,United States,310M300US27160,27160,"United States - In metropolitan or micropolitan statistical area - Jackson, OH Micro Area","Jackson, OH Micro Area",27.4,2.0
0100000US,,United States,310M300US27180,27180,"United States - In metropolitan or micropolitan statistical area - Jackson, TN Metro Area","Jackson, TN Metro Area",20.0,0.6
0100000US,,United States,310M300US27220,27220,"United States - In metropolitan or micropolitan statistical area - Jackson, WY-ID Micro Area","Jackson, WY-ID Micro Area",17.3,1.1
0100000US,,United States,310M300US27260,27260,"United States - In metropolitan or micropolitan statistical area - Jacksonville, FL Metro Area","Jacksonville, FL Metro Area",26.3,0.2
0100000US,,United States,310M300US27300,27300,"United States - In metropolitan or micropolitan statistical area - Jacksonville, IL Micro Area","Jacksonville, IL Micro Area",20.5,0.9
0100000US,,United States,310M300US27340,27340,"United States - In metropolitan or micropolitan statistical area - Jacksonville, NC Metro Area","Jacksonville, NC Metro Area",23.0,0.6
0100000US,,United States,310M300US27380,27380,"United States - In metropolitan or micropolitan statistical area - Jacksonville, TX Micro Area","Jacksonville, TX Micro Area",24.6,1.7
0100000US,,United States,310M300US27420,27420,"United States - In metropolitan or micropolitan statistical area - Jamestown, ND Micro Area","Jamestown, ND Micro Area",14.1,1.0
0100000US,,United States,310M300US27460,27460,"United States - In metropolitan or micropolitan statistical area - Jamestown-Dunkirk-Fredonia, NY Micro Area","Jamestown-Dunkirk-Fredonia, NY Micro Area",18.0,0.4
0100000US,,United States,310M300US27500,27500,"United States - In metropolitan or micropolitan statistical area - Janesville-Beloit, WI Metro Area","Janesville-Beloit, WI Metro Area",22.8,0.5
0100000US,,United States,310M300US27540,27540,"United States - In metropolitan or micropolitan statistical area - Jasper, IN Micro Area","Jasper, IN Micro Area",20.6,0.9
0100000US,,United States,310M300US27600,27600,"United States - In metropolitan or micropolitan statistical area - Jefferson, GA Micro Area","Jefferson, GA Micro Area",30.8,1.0
0100000US,,United States,310M300US27620,27620,"United States - In metropolitan or micropolitan statistical area - Jefferson City, MO Metro Area","Jefferson City, MO Metro Area",20.7,0.6
0100000US,,United States,310M300US27660,27660,"United States - In metropolitan or micropolitan statistical area - Jennings, LA Micro Area","Jennings, LA Micro Area",30.3,2.4
0100000US,,United States,310M300US27700,27700,"United States - In metropolitan or micropolitan statistical area - Jesup, GA Micro Area","Jesup, GA Micro Area",23.0,1.9
0100000US,,United States,310M300US27740,27740,"United States - In metropolitan or micropolitan statistical area - Johnson City, TN Metro Area","Johnson City, TN Metro Area",21.6,0.5
0100000US,,United States,310M300US27780,27780,"United States - In metropolitan or micropolitan statistical area - Johnstown, PA Metro Area","Johnstown, PA Metro Area",24.0,0.6
0100000US,,United States,310M300US27860,27860,"United States - In metropolitan or micropolitan statistical area - Jonesboro, AR Metro Area","Jonesboro, AR Metro Area",19.0,0.6
0100000US,,United States,310M300US27900,27900,"United States - In metropolitan or micropolitan statistical area - Joplin, MO Metro Area","Joplin, MO Metro Area",19.0,0.6
0100000US,,United States,310M300US27920,27920,"United States - In metropolitan or micropolitan statistical area - Junction City, KS Micro Area","Junction City, KS Micro Area",16.3,0.7
0100000US,,United States,310M300US27940,27940,"United States - In metropolitan or micropolitan statistical area - Juneau, AK Micro Area","Juneau, AK Micro Area",15.6,0.7
0100000US,,United States,310M300US27980,27980,"United States - In metropolitan or micropolitan statistical area - Kahului-Wailuku-Lahaina, HI Metro Area","Kahului-Wailuku-Lahaina, HI Metro Area",21.0,0.5
0100000US,,United States,310M300US28020,28020,"United States - In metropolitan or micropolitan statistical area - Kalamazoo-Portage, MI Metro Area","Kalamazoo-Portage, MI Metro Area",20.8,0.3
0100000US,,United States,310M300US28060,28060,"United States - In metropolitan or micropolitan statistical area - Kalispell, MT Micro Area","Kalispell, MT Micro Area",18.7,0.6
0100000US,,United States,310M300US28100,28100,"United States - In metropolitan or micropolitan statistical area - Kankakee, IL Metro Area","Kankakee, IL Metro Area",24.0,0.8
0100000US,,United States,310M300US28140,28140,"United States - In metropolitan or micropolitan statistical area - Kansas City, MO-KS Metro Area","Kansas City, MO-KS Metro Area",22.9,0.1
0100000US,,United States,310M300US28180,28180,"United States - In metropolitan or micropolitan statistical area - Kapaa, HI Micro Area","Kapaa, HI Micro Area",22.6,0.7
0100000US,,United States,310M300US28260,28260,"United States - In metropolitan or micropolitan statistical area - Kearney, NE Micro Area","Kearney, NE Micro Area",15.0,0.5
0100000US,,United States,310M300US28300,28300,"United States - In metropolitan or micropolitan statistical area - Keene, NH Micro Area","Keene, NH Micro Area",23.4,0.8
0100000US,,United States,310M300US28340,28340,"United States - In metropolitan or micropolitan statistical area - Kendallville, IN Micro Area","Kendallville, IN Micro Area",22.1,1.0
0100000US,,United States,310M300US28380,28380,"United States - In metropolitan or micropolitan statistical area - Kennett, MO Micro Area","Kennett, MO Micro Area",21.1,1.4
0100000US,,United States,310M300US28420,28420,"United States - In metropolitan or micropolitan statistical area - Kennewick-Richland, WA Metro Area","Kennewick-Richland, WA Metro Area",21.4,0.5
0100000US,,United States,310M300US28500,28500,"United States - In metropolitan or micropolitan statistical area - Kerrville, TX Micro Area","Kerrville, TX Micro Area",19.1,1.3
0100000US,,United States,310M300US28540,28540,"United States - In metropolitan or micropolitan statistical area - Ketchikan, AK Micro Area","Ketchikan, AK Micro Area",13.2,0.5
0100000US,,United States,310M300US28580,28580,"United States - In metropolitan or micropolitan statistical area - Key West, FL Micro Area","Key West, FL Micro Area",18.4,0.7
0100000US,,United States,310M300US28620,28620,"United States - In metropolitan or micropolitan statistical area - Kill Devil Hills, NC Micro Area","Kill Devil Hills, NC Micro Area",20.0,1.0
0100000US,,United States,310M300US28660,28660,"United States - In metropolitan or micropolitan statistical area - Killeen-Temple, TX Metro Area","Killeen-Temple, TX Metro Area",20.8,0.4
0100000US,,United States,310M300US28700,28700,"United States - In metropolitan or micropolitan statistical area - Kingsport-Bristol-Bristol, TN-VA Metro Area","Kingsport-Bristol-Bristol, TN-VA Metro Area",22.9,0.4
0100000US,,United States,310M300US28740,28740,"United States - In metropolitan or micropolitan statistical area - Kingston, NY Metro Area","Kingston, NY Metro Area",28.0,0.6
0100000US,,United States,310M300US28780,28780,"United States - In metropolitan or micropolitan statistical area - Kingsville, TX Micro Area","Kingsville, TX Micro Area",17.7,1.4
0100000US,,United States,310M300US28820,28820,"United States - In metropolitan or micropolitan statistical area - Kinston, NC Micro Area","Kinston, NC Micro Area",21.4,0.9
0100000US,,United States,310M300US28860,28860,"United States - In metropolitan or micropolitan statistical area - Kirksville, MO Micro Area","Kirksville, MO Micro Area",18.8,1.5
0100000US,,United States,310M300US28900,28900,"United States - In metropolitan or micropolitan statistical area - Klamath Falls, OR Micro Area","Klamath Falls, OR Micro Area",16.9,0.8
0100000US,,United States,310M300US28940,28940,"United States - In metropolitan or micropolitan statistical area - Knoxville, TN Metro Area","Knoxville, TN Metro Area",23.4,0.2
0100000US,,United States,310M300US29020,29020,"United States - In metropolitan or micropolitan statistical area - Kokomo, IN Metro Area","Kokomo, IN Metro Area",19.6,0.7
0100000US,,United States,310M300US29060,29060,"United States - In metropolitan or micropolitan statistical area - Laconia, NH Micro Area","Laconia, NH Micro Area",26.6,0.8
0100000US,,United States,310M300US29100,29100,"United States - In metropolitan or micropolitan statistical area - La Crosse-Onalaska, WI-MN Metro Area","La Crosse-Onalaska, WI-MN Metro Area",18.4,0.4
0100000US,,United States,310M300US29180,29180,"United States - In metropolitan or micropolitan statistical area - Lafayette, LA Metro Area","Lafayette, LA Metro Area",25.4,0.5
0100000US,,United States,310M300US29200,29200,"United States - In metropolitan or micropolitan statistical area - Lafayette-West Lafayette, IN Metro Area","Lafayette-West Lafayette, IN Metro Area",18.9,0.3
0100000US,,United States,310M300US29260,29260,"United States - In metropolitan or micropolitan statistical area - La Grande, OR Micro Area","La Grande, OR Micro Area",17.4,1.3
0100000US,,United States,310M300US29300,29300,"United States - In metropolitan or micropolitan statistical area - LaGrange, GA Micro Area","LaGrange, GA Micro Area",22.4,0.9
0100000US,,United States,310M300US29340,29340,"United States - In metropolitan or micropolitan statistical area - Lake Charles, LA Metro Area","Lake Charles, LA Metro Area",21.5,0.5
0100000US,,United States,310M300US29380,29380,"United States - In metropolitan or micropolitan statistical area - Lake City, FL Micro Area","Lake City, FL Micro Area",24.1,1.1
0100000US,,United States,310M300US29420,29420,"United States - In metropolitan or micropolitan statistical area - Lake Havasu City-Kingman, AZ Metro Area","Lake Havasu City-Kingman, AZ Metro Area",19.8,0.8
0100000US,,United States,310M300US29460,29460,"United States - In metropolitan or micropolitan statistical area - Lakeland-Winter Haven, FL Metro Area","Lakeland-Winter Haven, FL Metro Area",25.6,0.3
0100000US,,United States,310M300US29500,29500,"United States - In metropolitan or micropolitan statistical area - Lamesa, TX Micro Area","Lamesa, TX Micro Area",16.9,1.8
0100000US,,United States,310M300US29540,29540,"United States - In metropolitan or micropolitan statistical area - Lancaster, PA Metro Area","Lancaster, PA Metro Area",23.1,0.3
0100000US,,United States,310M300US29620,29620,"United States - In metropolitan or micropolitan statistical area - Lansing-East Lansing, MI Metro Area","Lansing-East Lansing, MI Metro Area",21.1,0.3
0100000US,,United States,310M300US29660,29660,"United States - In metropolitan or micropolitan statistical area - Laramie, WY Micro Area","Laramie, WY Micro Area",12.7,0.8
0100000US,,United States,310M300US29700,29700,"United States - In metropolitan or micropolitan statistical area - Laredo, TX Metro Area","Laredo, TX Metro Area",21.7,0.5
0100000US,,United States,310M300US29740,29740,"United States - In metropolitan or micropolitan statistical area - Las Cruces, NM Metro Area","Las Cruces, NM Metro Area",20.5,0.4
0100000US,,United States,310M300US29780,29780,"United States - In metropolitan or micropolitan statistical area - Las Vegas, NM Micro Area","Las Vegas, NM Micro Area",19.7,2.0
0100000US,,United States,310M300US29820,29820,"United States - In metropolitan or micropolitan statistical area - Las Vegas-Henderson-Paradise, NV Metro Area","Las Vegas-Henderson-Paradise, NV Metro Area",24.4,0.2
0100000US,,United States,310M300US29860,29860,"United States - In metropolitan or micropolitan statistical area - Laurel, MS Micro Area","Laurel, MS Micro Area",23.3,1.0
0100000US,,United States,310M300US29900,29900,"United States - In metropolitan or micropolitan statistical area - Laurinburg, NC Micro Area","Laurinburg, NC Micro Area",22.1,1.2
0100000US,,United States,310M300US29940,29940,"United States - In metropolitan or micropolitan statistical area - Lawrence, KS Metro Area","Lawrence, KS Metro Area",20.4,0.6
0100000US,,United States,310M300US29980,29980,"United States - In metropolitan or micropolitan statistical area - Lawrenceburg, TN Micro Area","Lawrenceburg, TN Micro Area",27.6,1.4
0100000US,,United States,310M300US30020,30020,"United States - In metropolitan or micropolitan statistical area - Lawton, OK Metro Area","Lawton, OK Metro Area",17.1,0.4
0100000US,,United States,310M300US30060,30060,"United States - In metropolitan or micropolitan statistical area - Lebanon, MO Micro Area","Lebanon, MO Micro Area",20.3,1.3
0100000US,,United States,310M300US30140,30140,"United States - In metropolitan or micropolitan statistical area - Lebanon, PA Metro Area","Lebanon, PA Metro Area",23.0,0.5
0100000US,,United States,310M300US30220,30220,"United States - In metropolitan or micropolitan statistical area - Levelland, TX Micro Area","Levelland, TX Micro Area",19.7,1.4
0100000US,,United States,310M300US30260,30260,"United States - In metropolitan or micropolitan statistical area - Lewisburg, PA Micro Area","Lewisburg, PA Micro Area",21.8,1.1
0100000US,,United States,310M300US30280,30280,"United States - In metropolitan or micropolitan statistical area - Lewisburg, TN Micro Area","Lewisburg, TN Micro Area",29.7,1.5
0100000US,,United States,310M300US30300,30300,"United States - In metropolitan or micropolitan statistical area - Lewiston, ID-WA Metro Area","Lewiston, ID-WA Metro Area",15.7,0.6
0100000US,,United States,310M300US30340,30340,"United States - In metropolitan or micropolitan statistical area - Lewiston-Auburn, ME Metro Area","Lewiston-Auburn, ME Metro Area",23.9,0.7
0100000US,,United States,310M300US30380,30380,"United States - In metropolitan or micropolitan statistical area - Lewistown, PA Micro Area","Lewistown, PA Micro Area",24.5,1.1
0100000US,,United States,310M300US30420,30420,"United States - In metropolitan or micropolitan statistical area - Lexington, NE Micro Area","Lexington, NE Micro Area",16.0,0.9
0100000US,,United States,310M300US30460,30460,"United States - In metropolitan or micropolitan statistical area - Lexington-Fayette, KY Metro Area","Lexington-Fayette, KY Metro Area",21.3,0.3
0100000US,,United States,310M300US30580,30580,"United States - In metropolitan or micropolitan statistical area - Liberal, KS Micro Area","Liberal, KS Micro Area",14.7,1.4
0100000US,,United States,310M300US30620,30620,"United States - In metropolitan or micropolitan statistical area - Lima, OH Metro Area","Lima, OH Metro Area",19.0,0.6
0100000US,,United States,310M300US30660,30660,"United States - In metropolitan or micropolitan statistical area - Lincoln, IL Micro Area","Lincoln, IL Micro Area",20.2,1.0
0100000US,,United States,310M300US30700,30700,"United States - In metropolitan or micropolitan statistical area - Lincoln, NE Metro Area","Lincoln, NE Metro Area",18.7,0.2
0100000US,,United States,310M300US30780,30780,"United States - In metropolitan or micropolitan statistical area - Little Rock-North Little Rock-Conway, AR Metro Area","Little Rock-North Little Rock-Conway, AR Metro Area",22.8,0.3
0100000US,,United States,310M300US30820,30820,"United States - In metropolitan or micropolitan statistical area - Lock Haven, PA Micro Area","Lock Haven, PA Micro Area",22.8,0.9
0100000US,,United States,310M300US30860,30860,"United States - In metropolitan or micropolitan statistical area - Logan, UT-ID Metro Area","Logan, UT-ID Metro Area",17.9,0.5
0100000US,,United States,310M300US30880,30880,"United States - In metropolitan or micropolitan statistical area - Logan, WV Micro Area","Logan, WV Micro Area",24.6,1.7
0100000US,,United States,310M300US30900,30900,"United States - In metropolitan or micropolitan statistical area - Logansport, IN Micro Area","Logansport, IN Micro Area",20.3,0.9
0100000US,,United States,310M300US30940,30940,"United States - In metropolitan or micropolitan statistical area - London, KY Micro Area","London, KY Micro Area",20.4,0.8
0100000US,,United States,310M300US30980,30980,"United States - In metropolitan or micropolitan statistical area - Longview, TX Metro Area","Longview, TX Metro Area",22.3,0.6
0100000US,,United States,310M300US31020,31020,"United States - In metropolitan or micropolitan statistical area - Longview, WA Metro Area","Longview, WA Metro Area",24.0,0.9
0100000US,,United States,310M300US31060,31060,"United States - In metropolitan or micropolitan statistical area - Los Alamos, NM Micro Area","Los Alamos, NM Micro Area",15.8,0.8
0100000US,,United States,310M300US31080,31080,"United States - In metropolitan or micropolitan statistical area - Los Angeles-Long Beach-Anaheim, CA Metro Area","Los Angeles-Long Beach-Anaheim, CA Metro Area",29.6,0.1
0100000US,,United States,314M300US3108011244,3108011244,"United States - In metropolitan or micropolitan statistical area - Los Angeles-Long Beach-Anaheim, CA Metro Area - Anaheim-Santa Ana-Irvine, CA Metro Division","Anaheim-Santa Ana-Irvine, CA Metro Division",27.2,0.1
0100000US,,United States,314M300US3108031084,3108031084,"United States - In metropolitan or micropolitan statistical area - Los Angeles-Long Beach-Anaheim, CA Metro Area - Los Angeles-Long Beach-Glendale, CA Metro Division","Los Angeles-Long Beach-Glendale, CA Metro Division",30.4,0.1
0100000US,,United States,310M300US31140,31140,"United States - In metropolitan or micropolitan statistical area - Louisville/Jefferson County, KY-IN Metro Area","Louisville/Jefferson County, KY-IN Metro Area",23.7,0.2
0100000US,,United States,310M300US31180,31180,"United States - In metropolitan or micropolitan statistical area - Lubbock, TX Metro Area","Lubbock, TX Metro Area",17.3,0.4
0100000US,,United States,310M300US31220,31220,"United States - In metropolitan or micropolitan statistical area - Ludington, MI Micro Area","Ludington, MI Micro Area",17.7,0.7
0100000US,,United States,310M300US31260,31260,"United States - In metropolitan or micropolitan statistical area - Lufkin, TX Micro Area","Lufkin, TX Micro Area",17.8,0.9
